A,13,14,3,0,0
A,13,15,3,0,0
A,13,16,3,0,0
A,13,17,3,0,0
A,13,18,3,0,0
A,13,19,3,0,0
A,14,8,3,0,0
A,14,9,3,0,0
A,14,10,3,0,0
A,14,11,3,0,0
A,14,12,3,0,0
A,14,13,3,0,0
A,14,14,3,0,0
A,14,15,3,0,0
A,14,16,3,0,0
A,14,17,3,0,0
A,14,18,3,0,0
A,14,19,3,0,0
A,15,8,3,0,0
A,15,9,3,0,0
A,15,10,3,0,0
A,15,11,3,0,0
A,15,12,3,0,0
A,15,13,3,0,0
A,15,14,3,0,0
A,15,15,3,0,0
A,15,16,3,0,0
A,15,17,3,0,0
A,15,18,3,0,0
A,15,19,3,0,0
A,16,8,4,1,1
A,16,9,4,0,0
A,16,10,4,0,0
A,16,11,4,0,0
A,16,12,4,0,0
A,16,13,4,0,0
A,16,14,4,0,0
A,16,15,4,0,0
A,16,16,4,0,0
A,16,17,4,0,0
A,16,18,4,0,0
A,16,19,4,0,0
A,17,8,4,0,0
A,17,9,4,0,0
A,17,10,4,0,0
A,17,11,4,0,0
A,17,12,4,0,0
A,17,13,4,0,0
A,17,14,4,0,0
A,17,15,4,0,0
A,17,16,4,0,0
A,17,17,4,0,0
A,17,18,4,0,0
A,17,19,4,0,0
A,18,8,4,0,0
A,18,9,4,0,0
A,18,10,4,0,0
A,18,11,4,0,0
A,18,12,4,0,0
A,18,13,4,0,0
A,18,14,4,0,0
A,18,15,4,0,0
A,18,16,4,0,0
A,18,17,4,0,0
A,18,18,4,0,0
A,18,19,4,0,0
A,19,8,4,0,0
A,19,9,4,0,0
A,19,10,4,0,0
A,19,11,4,0,0
A,19,12,4,0,0
A,19,13,4,0,0
A,19,14,4,0,0
A,19,15,4,0,0
A,19,16,4,0,0
A,19,17,4,0,0
A,19,18,4,0,0
A,19,19,4,0,0
A,20,8,4,0,0
A,20,9,4,0,0
A,20,10,4,0,0
A,20,11,4,0,0
A,20,12,4,0,0
A,20,13,4,0,0
A,20,14,4,0,0
A,20,15,4,0,0
A,20,16,4,0,0
A,20,17,4,0,0
A,20,18,4,0,0
A,20,19,4,0,0
B,1,8,2,0,0
B,1,9,2,0,0
B,1,10,2,0,0
B,1,11,2,0,0
B,1,12,2,0,0
B,1,13,2,0,0
B,1,14,2,0,0
B,1,15,2,0,0
B,1,16,2,0,0
B,1,17,2,0,0
B,1,18,2,0,0
B,1,19,2,0,0
B,2,8,2,0,0
B,2,9,2,0,0
B,2,10,2,0,0
B,2,11,2,0,0
B,2,12,2,0,0
B,2,13,2,0,0
B,2,14,2,0,0
B,2,15,2,0,0
B,2,16,2,0,0
B,2,17,2,0,0
B,2,18,2,0,0
B,2,19,2,0,0
B,3,8,2,0,0
B,3,9,2,0,0
B,3,10,2,0,0
B,3,11,2,0,0
B,3,12,2,0,0
B,3,13,2,0,0
B,3,14,2,0,0
B,3,15,2,0,0
B,3,16,2,0,0
B,3,17,2,0,0
B,3,18,2,0,0
B,3,19,2,0,0
B,4,8,2,0,0
B,4,9,2,0,0
B,4,10,2,0,0
B,4,11,2,0,0
B,4,12,2,0,0
B,4,13,2,0,0
B,4,14,2,0,0
B,4,15,2,0,0
B,4,16,2,0,0
B,4,17,2,0,0
B,4,18,2,0,0
B,4,19,2,0,0
B,5,8,2,0,0
B,5,9,2,0,0
B,5,10,2,0,0
B,5,11,2,0,0
B,5,12,2,0,0
B,5,13,2,0,0
B,5,14,2,0,0
B,5,15,2,0,0
B,5,16,2,0,0
B,5,17,2,0,0
B,5,18,2,0,0
B,5,19,2,0,0
B,6,8,3,0,0
B,6,9,3,0,0
B,6,10,3,0,0
B,6,11,3,0,0
B,6,12,3,0,0
B,6,13,3,0,0
B,6,14,3,0,0
B,6,15,3,0,0
B,6,16,3,0,0
B,6,17,3,0,0
B,6,18,3,0,0
B,6,19,3,0,0
B,7,8,3,0,0
B,7,9,3,0,0
B,7,10,3,0,0
B,7,11,3,0,0
B,7,12,3,0,0
B,7,13,3,0,0
B,7,14,3,0,0
B,7,15,3,0,0
B,7,16,3,0,0
B,7,17,3,0,0
B,7,18,3,0,0
B,7,19,3,0,0
B,8,8,3,0,0
B,8,9,3,0,0
B,8,10,3,0,0
B,8,11,3,0,0
B,8,12,3,0,0
B,8,13,3,0,0
B,8,14,3,0,0
B,8,15,3,0,0
B,8,16,3,0,0
B,8,17,3,0,0
B,8,18,3,0,0
B,8,19,3,0,0
B,9,8,3,0,0
B,9,9,3,0,0
B,9,10,3,0,0
B,9,11,3,0,0
B,9,12,3,0,0
B,9,13,3,0,0
B,9,14,3,0,0
B,9,15,3,0,0
B,9,16,3,0,0
B,9,17,3,0,0
B,9,18,3,0,0
B,9,19,3,0,0
B,10,8,3,0,0
B,10,9,3,0,0
B,10,10,3,0,0
B,10,11,3,0,0
B,10,12,3,0,0
B,10,13,3,0,0
B,10,14,3,0,0
B,10,15,3,0,0
B,10,16,3,0,0
B,10,17,3,0,0
B,10,18,3,0,0
B,10,19,3,0,0
B,11,8,4,0,0
B,11,9,4,0,0
B,11,10,4,0,0
B,11,11,4,0,0
B,11,12,4,0,0
B,11,13,4,0,0
B,11,14,4,0,0
B,11,15,4,0,0
B,11,16,4,0,0
B,11,17,4,0,0
B,11,18,4,0,0
B,11,19,4,0,0
C,1,8,2,0,0
C,1,9,2,0,0
C,1,10,2,0,0
C,1,11,2,0,0
C,1,12,2,0,0
C,1,13,2,0,0
C,1,14,2,0,0
C,1,15,2,0,0
C,1,16,2,0,0
C,1,17,2,0,0
C,1,18,2,0,0
C,1,19,2,0,0
C,2,8,2,0,0
C,2,9,2,0,0
C,2,10,2,0,0
C,2,11,2,0,0
C,2,12,2,0,0
C,2,13,2,0,0
C,2,14,2,0,0
C,2,15,2,0,0
C,2,16,2,0,0
C,2,17,2,0,0
C,2,18,2,0,0
C,2,19,2,0,0
C,3,8,2,0,0
C,3,9,2,0,0
C,3,10,2,0,0
C,3,11,2,0,0
C,3,12,2,0,0
C,3,13,2,0,0
C,3,14,2,0,0
C,3,15,2,0,0
C,3,16,2,0,0
C,3,17,2,0,0
C,3,18,2,0,0
C,3,19,2,0,0
C,4,8,2,0,0
C,4,9,2,0,0
C,4,10,2,0,0
C,4,11,2,0,0
C,4,12,2,0,0
C,4,13,2,0,0
C,4,14,2,0,0
C,4,15,2,0,0
C,4,16,2,0,0
C,4,17,2,0,0
C,4,18,2,0,0
C,4,19,2,0,0
C,5,8,2,0,0
C,5,9,2,0,0
C,5,10,2,0,0
C,5,11,2,0,0
C,5,12,2,0,0
C,5,13,2,0,0
C,5,14,2,0,0
C,5,15,2,0,0
C,5,16,2,0,0
C,5,17,2,0,0
C,5,18,2,0,0
C,5,19,2,0,0
C,6,8,2,0,0
C,6,9,2,0,0
C,6,10,2,0,0
C,6,11,2,0,0
C,6,12,2,0,0
C,6,13,2,0,0
C,6,14,2,0,0
C,6,15,2,0,0
C,6,16,2,0,0
C,6,17,2,0,0
C,6,18,2,0,0
C,6,19,2,0,0
C,7,8,2,0,0
C,7,9,2,0,0
C,7,10,2,0,0
C,7,11,2,0,0
C,7,12,2,0,0
C,7,13,2,0,0
C,7,14,2,0,0
C,7,15,2,0,0
C,7,16,2,0,0
C,7,17,2,0,0
C,7,18,2,0,0
C,7,19,2,0,0
C,8,8,2,0,0
C,8,9,2,0,0
C,8,10,2,0,0
C,8,11,2,0,0
C,8,12,2,0,0
C,8,13,2,0,0
C,8,14,2,0,0
C,8,15,2,0,0
C,8,16,2,0,0
C,8,17,2,0,0
C,8,18,2,0,0
C,8,19,2,0,0
C,9,8,2,0,0
C,9,9,2,0,0
C,9,10,2,0,0
C,9,11,2,0,0
C,9,12,2,0,0
C,9,13,2,0,0
C,9,14,2,0,0
C,9,15,2,0,0
C,9,16,2,0,0
C,9,17,2,0,0
C,9,18,2,0,0
C,9,19,2,0,0
C,10,8,2,0,0
C,10,9,2,0,0
C,10,10,2,0,0
C,10,11,2,0,0
C,10,12,2,0,0
C,10,13,2,0,0
C,10,14,2,0,0
C,10,15,2,0,0
C,10,16,2,0,0
C,10,17,2,0,0
C,10,18,2,0,0
C,10,19,2,0,0
